locus_name	symbol	full_name
AT1G05820	ATSPPL5	ARABIDOPSIS THALIANA SIGNAL PEPTIDE PEPTIDASE-LIKE 5
AT1G05820	SPPL5	SIGNAL PEPTIDE PEPTIDASE-LIKE 5
AT1G05830	ATX2	trithorax-like protein 2
AT1G05830	SDG30	SET DOMAIN PROTEIN 30
AT1G05850	ATCTL1	
AT1G05850	CTL1	CHITINASE-LIKE PROTEIN 1
AT1G05850	ELP	ECTOPIC DEPOSITION OF LIGNIN IN PITH
AT1G05850	ELP1	ECTOPIC DEPOSITION OF LIGNIN IN PITH 1
AT1G05850	ERH2	ECTOPIC ROOT HAIR 2
AT1G05850	HOT2	SENSITIVE TO HOT TEMPERATURES 2
AT1G05850	POM1	POM-POM1
AT1G05880	ARI12	ARIADNE 12
AT1G05880	ATARI12	ARABIDOPSIS ARIADNE 12
AT1G05890	ARI5	ARIADNE 5
AT1G05890	ATARI5	ARABIDOPSIS ARIADNE 5
AT1G05900	ATNTH2	
AT1G05900	NTH2	endonuclease III 2
AT1G05940	CAT9	cationic amino acid transporter 9
AT1G05990	RHS1	ROOT HAIR SPECIFIC 1
AT1G06040	BBX24	B-box domain protein 24
AT1G06040	STO	SALT TOLERANCE
AT1G06080	ADS1	delta 9 desaturase 1
AT1G06080	AtADS1	
AT1G06110	SKIP16	SKP1/ASK-interacting protein 16
AT1G06130	GLX2-4	glyoxalase 2-4
AT1G06140	MEF3	mitochondrial editing factor 3
AT1G06149	CPuORF8	conserved peptide upstream open reading frame 8
AT1G06150	EMB1444	EMBRYO DEFECTIVE 1444
AT1G06160	ORA59	octadecanoid-responsive Arabidopsis AP2/ERF 59
AT1G06180	ATMYB13	myb domain protein 13
AT1G06180	ATMYBLFGN	
AT1G06180	MYB13	myb domain protein 13
AT1G06190	RHON1	Rho-N 1
AT1G06220	CLO	CLOTHO
AT1G06220	GFA1	GAMETOPHYTE FACTOR 1
AT1G06220	MEE5	MATERNAL EFFECT EMBRYO ARREST 5
AT1G06225	CLE3	CLAVATA3/ESR-RELATED 3
AT1G06230	GTE4	global transcription factor group E4
AT1G06280	LBD2	LOB domain-containing protein 2
AT1G06290	ACX3	acyl-CoA oxidase 3
AT1G06290	ATACX3	
AT1G06310	ACX6	acyl-CoA oxidase 6
AT1G06350	ADS4	delta 9 desaturase 4
AT1G06350	AtADS4	
AT1G06390	ATGSK1	
AT1G06390	ATSK2-3	A. THALIANA SHAGGY-LIKE KINASE GROUP 2 3
AT1G06390	ATSK22	SHAGGY-LIKE PROTEIN KINASE 22
AT1G06390	BIL2	BIN2-LIKE 2
AT1G06390	GSK1	GSK3/SHAGGY-like protein kinase 1
AT1G06390	SK22	SHAGGY-LIKE PROTEIN KINASE 22
AT1G06400	ARA-2	
AT1G06400	ARA2	
AT1G06400	ATRAB11E	
AT1G06400	ATRABA1A	ARABIDOPSIS THALIANA RAB GTPASE HOMOLOG A1A
AT1G06410	ATTPS7	trehalose-phosphatase/synthase 7
AT1G06410	ATTPSA	
AT1G06410	TPS7	TREHALOSE -6-PHOSPHATASE SYNTHASE S7
AT1G06410	TPS7	trehalose-phosphatase/synthase 7
AT1G06430	FTSH8	FTSH protease 8
AT1G06460	ACD31.2	ALPHA-CRYSTALLIN DOMAIN 31.2
AT1G06460	ACD32.1	alpha-crystallin domain 32.1
AT1G06490	ATGSL07	Arabidopsis thaliana glucan synthase-like 7
AT1G06490	atgsl7	
AT1G06490	CalS7	callose synthase 7
AT1G06490	gsl07	
AT1G06490	GSL07	glucan synthase-like 7
AT1G06490	GSL7	glucan synthase-like 7
AT1G06520	ATGPAT1	GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1
AT1G06520	GPAT1	GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1
AT1G06520	sn-2-GPAT1	GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1
AT1G06530	PMD2	peroxisomal and mitochondrial division factor 2
AT1G06570	HPD	4-hydroxyphenylpyruvate dioxygenase
AT1G06570	HPPD	4-hydroxyphenylpyruvate dioxygenase
AT1G06570	PDS1	phytoene desaturation 1
AT1G06660	JASON	JASON
AT1G06670	NIH	nuclear DEIH-boxhelicase
AT1G06680	OE23	OXYGEN EVOLVING COMPLEX SUBUNIT 23 KDA
AT1G06680	OEE2	OXYGEN-EVOLVING ENHANCER PROTEIN 2
AT1G06680	PSBP-1	photosystem II subunit P-1
AT1G06680	PSII-P	PHOTOSYSTEM II SUBUNIT P
AT1G06710	MTSF1	mitochondrial stability factor 1
AT1G06740	MUG3	MUSTANG 3
AT1G06770	DRIP1	DREB2A-interacting protein 1
AT1G06780	GAUT6	galacturonosyltransferase 6
AT1G06800	PLA-I{gamma}1	phospholipase A I gamma 1
AT1G06820	CCR2	CAROTENOID AND CHLOROPLAST REGULATION 2
AT1G06820	CRTISO	carotenoid isomerase
AT1G06850	AtbZIP52	basic leucine-zipper 52
AT1G06850	bZIP52	basic leucine-zipper 52
AT1G06870	Plsp2A	plastidic type I signal peptidase 2A
AT1G06910	TRFL7	TRF-like 7
AT1G06920	ATOFP4	ARABIDOPSIS THALIANA OVATE FAMILY PROTEIN 4
AT1G06920	OFP4	ovate family protein 4
AT1G06950	ATTIC110	ARABIDOPSIS THALIANA TRANSLOCON AT THE INNER ENVELOPE MEMBRANE OF CHLOROPLASTS 110
AT1G06950	TIC110	translocon at the inner envelope membrane of chloroplasts 110
AT1G06970	ATCHX14	
AT1G06970	CHX14	cation/hydrogen exchanger 14
AT1G07000	ATEXO70B2	exocyst subunit exo70 family protein B2
AT1G07000	EXO70B2	exocyst subunit exo70 family protein B2
AT1G07010	AtSLP1	
AT1G07010	SLP1	Shewenella-like protein phosphatase 1
AT1G07051	MIR847A	microRNA847A
AT1G07060	ATDFO	
AT1G07060	DFO	DSB formation
AT1G07090	LSH6	LIGHT SENSITIVE HYPOCOTYLS 6
AT1G07110	ATF2KP	
AT1G07110	F2KP	"fructose-2,6-bisphosphatase"
AT1G07110	FKFBP	
AT1G07130	ATSTN1	
AT1G07130	STN1	
AT1G07140	SIRANBP	
AT1G07150	MAPKKK13	mitogen-activated protein kinase kinase kinase 13
AT1G07180	ATNDI1	ARABIDOPSIS THALIANA INTERNAL NON-PHOSPHORYLATING NAD ( P ) H DEHYDROGENASE
AT1G07180	NDA1	alternative  NAD(P)H dehydrogenase 1
AT1G07200	SMXL6	SMAX1-like 6
AT1G07230	NPC1	non-specific phospholipase C1
AT1G07240	UGT71C5	UDP-glucosyl transferase 71C5
AT1G07250	UGT71C4	UDP-glucosyl transferase 71C4
AT1G07260	UGT71C3	UDP-glucosyl transferase 71C3
AT1G07290	GONST2	golgi nucleotide sugar transporter 2
AT1G07320	EMB2784	EMBRYO DEFECTIVE 2784
AT1G07320	PRPL4	plastid ribosomal protein L4
AT1G07320	RPL4	ribosomal protein L4
AT1G07340	ATSTP2	sugar transporter 2
AT1G07340	STP2	sugar transporter 2
AT1G07350	SR45a	serine/arginine rich-like protein 45a
AT1G07360	MAC5A	MOS4-associated complex subunit 5A
AT1G07370	ATPCNA1	PROLIFERATING CELLULAR NUCLEAR ANTIGEN 1
AT1G07370	PCNA1	proliferating cellular nuclear antigen 1
AT1G07390	AtRLP1	receptor like protein 1
AT1G07390	RLP1	receptor like protein 1
AT1G07410	ATRAB-A2B	ARABIDOPSIS RAB GTPASE HOMOLOG A2B
AT1G07410	ATRABA2B	RAB GTPase homolog A2B
AT1G07410	RAB-A2B	RAB GTPASE HOMOLOG A2B
AT1G07410	RABA2b	RAB GTPase homolog A2B
AT1G07420	ATSMO1	Arabidopsis thaliana sterol 4-alpha-methyl oxidase 1
AT1G07420	SMO2-1	sterol 4-alpha-methyl-oxidase 2-1
AT1G07430	AIP1	AKT1 interacting protein phosphatase 1
AT1G07430	AtAIP1	
AT1G07430	HAI2	highly ABA-induced PP2C gene 2
AT1G07430	HON	HONSU (Korean for abnormal drowsiness)
AT1G07490	DVL9	DEVIL 9
AT1G07490	RTFL3	ROTUNDIFOLIA like 3
AT1G07510	ftsh10	FTSH protease 10
AT1G07530	ATGRAS2	ARABIDOPSIS THALIANA GRAS (GAI, RGA, SCR) 2
AT1G07530	GRAS2	GRAS (GAI, RGA, SCR) 2
AT1G07530	SCL14	SCARECROW-like 14
AT1G07540	TRFL2	TRF-like 2
AT1G07570	APK1	
AT1G07570	APK1A	
AT1G07600	ATMT-2	METALLOTHIONEIN 2
AT1G07600	ATMT-Q	
AT1G07600	ATMT1	ARABIDOPSIS METALLOTHIONEIN 1
AT1G07600	LSR4	LIGHT STRESS-REGULATED 4
AT1G07600	MT-Q	METALLOTHIONEIN Q
AT1G07600	MT1	METALLOTHIONEIN 1
AT1G07600	MT1A	metallothionein 1A
AT1G07610	MT1C	metallothionein 1C
AT1G07620	ATOBGM	
AT1G07620	TRM32	TON1 Recruiting Motif 32
AT1G07630	PLL5	pol-like 5
AT1G07640	OBP2	
AT1G07640	URP3	UAS-TAGGED ROOT PATTERNING3
AT1G07645	ATDSI-1VOC	dessication-induced 1VOC superfamily protein
AT1G07645	DSI-1VOC	dessication-induced 1VOC superfamily protein
AT1G07670	ATECA4	
AT1G07670	ECA4	endomembrane-type CA-ATPase 4
AT1G07705	NOT2a	Negative on TATA less2a
AT1G07720	KCS3	3-ketoacyl-CoA synthase 3
AT1G07725	ATEXO70H6	exocyst subunit exo70 family protein H6
AT1G07725	EXO70H6	exocyst subunit exo70 family protein H6
AT1G07745	ATRAD51D	
AT1G07745	RAD51D	homolog of RAD51 D
AT1G07745	SSN1	SUPPRESOR OF SNI1
AT1G07770	RPS15A	ribosomal protein S15A
AT1G07780	PAI1	phosphoribosylanthranilate isomerase 1
AT1G07780	TRP6	TRANSIENT RECEPTOR POTENTIAL 6
AT1G07790	HTB1	
AT1G07810	ACA3	
AT1G07810	ATECA1	ARABIDOPSIS THALIANA ER-TYPE CA2+-ATPASE 1
AT1G07810	ECA1	ER-type Ca2+-ATPase 1
AT1G07880	ATMPK13	
AT1G07890	APX1	ascorbate peroxidase 1
AT1G07890	ATAPX01	
AT1G07890	ATAPX1	
AT1G07890	CS1	
AT1G07890	MEE6	maternal effect embryo arrest 6
AT1G07900	LBD1	LOB domain-containing protein 1
AT1G07910	AtRLG1	AtRLG1
AT1G07910	ATRNL	ARABIDOPSIS THALIANA RNA LIGASE
AT1G07910	RNL	RNAligase
AT1G07950	MED22B	
AT1G07960	ATPDIL5-1	PDI-like 5-1
AT1G07960	PDIL5-1	PDI-like 5-1
AT1G07980	NF-YC10	"nuclear factor Y, subunit C10"
AT1G08000	GATA10	GATA transcription factor 10
AT1G08010	GATA11	GATA transcription factor 11
AT1G08030	AQC1	active quiescent center1
AT1G08030	TPST	tyrosylprotein sulfotransferase
AT1G08060	MOM	MAINTENANCE OF METHYLATION
AT1G08060	MOM	MORPHEUS MOLECULE
AT1G08060	MOM1	MORPHEUS MOLECULE 1
AT1G08065	ACA5	alpha carbonic anhydrase 5
AT1G08065	ATACA5	ALPHA CARBONIC ANHYDRASE 5
AT1G08070	EMB3102	EMBRYO DEFECTIVE 3102
AT1G08070	OTP82	ORGANELLE TRANSCRIPT PROCESSING 82
AT1G08080	ACA7	alpha carbonic anhydrase 7
AT1G08080	ATACA7	A. THALIANA ALPHA CARBONIC ANHYDRASE 7
AT1G08090	ACH1	
AT1G08090	ATNRT2.1	NITRATE TRANSPORTER 2.1
AT1G08090	ATNRT2:1	nitrate transporter 2:1
AT1G08090	LIN1	LATERAL ROOT INITIATION 1
AT1G08090	NRT2	NITRATE TRANSPORTER 2
AT1G08090	NRT2.1	NITRATE TRANSPORTER 2.1
AT1G08090	NRT2:1	nitrate transporter 2:1
AT1G08090	NRT2;1AT	
AT1G08100	ACH2	
AT1G08100	ATNRT2.2	NITRATE TRANSPORTER 2.2
AT1G08100	NRT2.2	nitrate transporter 2.2
AT1G08100	NRT2;2AT	
AT1G08130	ATLIG1	DNA ligase 1
AT1G08130	LIG1	DNA ligase 1
AT1G08135	ATCHX6B	
AT1G08135	CHX6B	cation/H+ exchanger 6B
AT1G08140	ATCHX6A	cation/H+ exchanger 6A
AT1G08140	CHX6A	cation/H+ exchanger 6A
AT1G08150	ATCHX5	
AT1G08150	CHX5	CATION/H+ EXCHANGER 5
AT1G08190	ATVAM2	
AT1G08190	ATVPS41	VACUOLAR PROTEIN SORTING 41
AT1G08190	VAM2	
AT1G08190	VPS41	vacuolar protein sorting 41
AT1G08190	ZIP2	ZIGZAG SUPPRESSOR 2
AT1G08200	AXS2	UDP-D-apiose/UDP-D-xylose synthase 2
AT1G08250	ADT6	arogenate dehydratase 6
AT1G08250	AtADT6	Arabidopsis thaliana arogenate dehydratase 6
AT1G08260	ABO4	ABA OVERLY SENSITIVE 4
AT1G08260	EMB142	EMBRYO DEFECTIVE 142
AT1G08260	EMB2284	EMBRYO DEFECTIVE 2284
AT1G08260	EMB529	EMBRYO DEFECTIVE 529
AT1G08260	ESD7	EARLY IN SHORT DAYS 7
AT1G08260	POL2A	
AT1G08260	TIL1	TILTED 1
AT1G08290	WIP3	WIP domain protein 3
AT1G08300	NVL	NO VEIN-LIKE
AT1G08320	bZIP21	
AT1G08320	TGA9	TGACG (TGA) motif-binding protein 9
AT1G08370	ATDCP1	
AT1G08370	DCP1	decapping 1
AT1G08380	PSAO	photosystem I subunit O
AT1G08420	BSL2	BRI1 suppressor 1 (BSU1)-like 2
AT1G08430	ALMT1	aluminum-activated malate transporter 1
AT1G08430	ATALMT1	ARABIDOPSIS THALIANA ALUMINUM-ACTIVATED MALATE TRANSPORTER 1
AT1G08450	AtCRT3	A. thaliana calreticulin 3
AT1G08450	CRT3	calreticulin 3
AT1G08450	EBS2	EMS-MUTAGENIZED BRI1 SUPPRESSOR 2
AT1G08450	PSL1	PRIORITY IN SWEET LIFE 1
AT1G08460	ATHDA8	
AT1G08460	HDA08	histone deacetylase 8
AT1G08460	HDA8	HISTONE DEACETYLASE 8
AT1G08465	YAB2	YABBY2
AT1G08470	SSL3	strictosidine synthase-like 3
AT1G08480	SDH6	succinate dehydrogenase 6
AT1G08490	ATCPNIFS	
AT1G08490	ATNFS2	
AT1G08490	ATSUFS	
AT1G08490	CPNIFS	chloroplastic NIFS-like cysteine desulfurase
AT1G08490	SUFS	
AT1G08500	AtENODL18	
AT1G08500	ENODL18	early nodulin-like protein 18
AT1G08510	FATB	fatty acyl-ACP thioesterases B
AT1G08520	ALB-1V	
AT1G08520	ALB1	ALBINA 1
AT1G08520	CHLD	
AT1G08520	PDE166	PIGMENT DEFECTIVE EMBRYO 166
AT1G08520	V157	
AT1G08540	ABC1	
AT1G08540	ATSIG1	SIGMA FACTOR 1
AT1G08540	ATSIG2	SIGMA FACTOR 2
AT1G08540	SIG1	RNA POLYMERASE SIGMA SUBUNIT 1
AT1G08540	SIG2	RNApolymerase sigma subunit 2
AT1G08540	SIGA	
AT1G08540	SIGB	SIGMA FACTOR B
AT1G08550	AVDE1	ARABIDOPSIS VIOLAXANTHIN DE-EPOXIDASE 1
AT1G08550	NPQ1	non-photochemical quenching 1
AT1G08560	ATSYP111	
AT1G08560	KN	KNOLLE
AT1G08560	SYP111	syntaxin  of plants 111
AT1G08570	ACHT4	atypical CYS  HIS rich thioredoxin 4
AT1G08600	ATRX	
AT1G08600	CHR20	
AT1G08620	PKDM7D	
AT1G08630	THA1	threonine aldolase 1
AT1G08640	CJD1	Chloroplast J-like domain 1
AT1G08650	ATPPCK1	PHOSPHOENOLPYRUVATE CARBOXYLASE KINASE 1
AT1G08650	PPCK1	phosphoenolpyruvate carboxylase kinase 1
AT1G08660	MGP2	MALE GAMETOPHYTE DEFECTIVE 2
AT1G08680	AGD14	ARF-GAP domain 14
AT1G08680	ZIGA4	ARF GAP-like zinc finger-containing protein ZIGA4
AT1G08695	SCRL3	SCR-like 3
AT1G08700	PS1	Presenilin-1
AT1G08720	ATEDR1	
AT1G08720	EDR1	ENHANCED DISEASE RESISTANCE 1
AT1G08730	ATXIC	MYOSIN XI C
AT1G08730	XIC	
AT1G08770	PRA1.E	prenylated RAB acceptor 1.E
AT1G08780	AIP3	ABI3-interacting protein 3
AT1G08780	PFD4	PREFOLDIN 4
AT1G08810	AtMYB60	myb domain protein 60
AT1G08810	MYB60	myb domain protein 60
AT1G08820	VAP27-2	vamp/synaptobrevin-associated protein 27-2
AT1G08830	CSD1	copper/zinc superoxide dismutase 1
AT1G08840	emb2411	embryo defective 2411
AT1G08860	BON3	BONZAI 3
AT1G08880	G-H2AX	GAMMA H2AX
AT1G08880	GAMMA-H2AX	gamma histone variant H2AX
AT1G08880	H2AXA	
AT1G08880	HTA5	histone H2A 5
AT1G08920	ESL1	ERD (early response to dehydration) six-like 1
AT1G08930	ERD6	EARLY RESPONSE TO DEHYDRATION 6
AT1G08960	ATCAX11	CATION EXCHANGER 11
AT1G08960	AtCXX5	Arabidopsis thaliana cation calcium exchanger 5
AT1G08960	CAX11	cation exchanger 11
AT1G08960	CCX5	cation calcium exchanger  5
AT1G08970	HAP5C	HEME ACTIVATED PROTEIN 5C
AT1G08970	NF-YC9	"nuclear factor Y, subunit C9"
AT1G08980	AMI1	amidase 1
AT1G08980	ATAMI1	AMIDASE-LIKE PROTEIN 1
AT1G08980	ATTOC64-I	ARABIDOPSIS THALIANA TRANSLOCON AT THE OUTER MEMBRANE OF CHLOROPLASTS 64-I
AT1G08980	TOC64-I	TRANSLOCON AT THE OUTER MEMBRANE OF CHLOROPLASTS 64-I
AT1G08990	GUX5	Glucuronic Acid Substitution of Xylan 5
AT1G08990	PGSIP5	plant glycogenin-like starch initiation protein 5
AT1G09000	ANP1	NPK1-related protein kinase 1
AT1G09000	MAPKKK1	MAP KINASE KINASE KINASE 1
AT1G09000	NP1	NPK1-related protein kinase 1
AT1G09020	ATSNF4	
AT1G09020	SNF4	homolog of yeast sucrose nonfermenting 4
AT1G09030	NF-YB4	"nuclear factor Y, subunit B4"
AT1G09070	(AT)SRC2	SOYBEAN GENE REGULATED BY COLD-2
AT1G09070	AtSRC2	
AT1G09070	SRC2	soybean gene regulated by cold-2
AT1G09080	BIP3	binding protein 3
AT1G09090	ATRBOHB	respiratory burst oxidase homolog B
AT1G09090	ATRBOHB-BETA	
AT1G09090	RBOHB	respiratory burst oxidase homolog B
AT1G09100	RPT5B	26S proteasome AAA-ATPase subunit RPT5B
AT1G09140	At-SR30	Serine/Arginine-Rich Protein Splicing Factor 30
AT1G09140	ATSRP30	SERINE-ARGININE PROTEIN 30
AT1G09140	ATSRP30.1	
AT1G09140	ATSRP30.2	
AT1G09140	SR30	Serine/Arginine-Rich Protein Splicing Factor 30
AT1G09155	AtPP2-B15	phloem protein 2-B15
AT1G09155	PP2-B15	phloem protein 2-B15
AT1G09180	ATSAR1	SECRETION-ASSOCIATED RAS 1
AT1G09180	ATSARA1A	secretion-associated RAS super family 1
AT1G09180	SARA1A	secretion-associated RAS super family 1
AT1G09200	H3.1	histone 3.1
AT1G09210	AtCRT1b	
AT1G09210	CRT1b	calreticulin 1b
AT1G09240	ATNAS3	ARABIDOPSIS THALIANA NICOTIANAMINE SYNTHASE 3
AT1G09240	NAS3	nicotianamine synthase 3
AT1G09250	AIF4	ATBS1 Interacting Factor 4
AT1G09270	IMPA-4	importin alpha isoform 4
AT1G09330	ECH	ECHIDNA
AT1G09340	CRB	chloroplast RNA binding
AT1G09340	CSP41B	CHLOROPLAST STEM-LOOP BINDING PROTEIN OF  41 KDA
AT1G09340	HIP1.3	heteroglycan-interacting protein 1.3
AT1G09350	AtGolS3	galactinol synthase 3
AT1G09350	GolS3	galactinol synthase 3
AT1G09380	UMAMIT25	Usually multiple acids move in and out Transporters 25
AT1G09415	NIMIN-3	NIM1-interacting 3
AT1G09420	G6PD4	glucose-6-phosphate dehydrogenase 4
AT1G09430	ACLA-3	ATP-citrate lyase A-3
AT1G09450	AtHaspin	
AT1G09450	Haspin	Haspin-related  gene
AT1G09530	PAP3	PHYTOCHROME-ASSOCIATED PROTEIN 3
AT1G09530	PIF3	phytochrome interacting factor 3
AT1G09530	POC1	PHOTOCURRENT 1
AT1G09540	ATMYB61	ARABIDOPSIS THALIANA MYB DOMAIN PROTEIN 61
AT1G09540	MYB61	myb domain protein 61
AT1G09560	GLP5	germin-like protein 5
AT1G09560	PDGLP1	PLASMODESMAL GERMIN-LIKE PROTEIN 1
AT1G09570	FHY2	FAR RED ELONGATED HYPOCOTYL 2
AT1G09570	FRE1	FAR RED ELONGATED 1
AT1G09570	HY8	ELONGATED HYPOCOTYL 8
AT1G09570	PHYA	phytochrome A
AT1G09610	GXM3	glucuronoxylan methyltransferase 3
AT1G09630	ATRAB-A2A	ARABIDOPSIS RAB GTPASE A2A
AT1G09630	ATRAB11C	RAB GTPase 11C
AT1G09630	ATRABA2A	ARABIDOPSIS RAB GTPASE A2A
AT1G09630	RAB-A2A	RAB GTPASE A2A
AT1G09630	RAB11c	RAB GTPase 11C
AT1G09700	DRB1	DSRNA-BINDING PROTEIN 1
AT1G09700	HYL1	HYPONASTIC LEAVES 1
AT1G09720	NET2B	Networked 2B
AT1G09760	U2A'	U2 small nuclear ribonucleoprotein A
AT1G09770	ATCDC5	ARABIDOPSIS THALIANA CELL DIVISION CYCLE 5
AT1G09770	ATMYBCDC5	ARABIDOPSIS THALIANA MYB DOMAIN CELL DIVISION CYCLE 5
AT1G09770	CDC5	cell division cycle 5
AT1G09780	iPGAM1	2,3-biphosphoglycerate-independent phosphoglycerate mutase 1
AT1G09790	COBL6	COBRA-like protein 6 precursor
AT1G09795	ATATP-PRT2	ATP phosphoribosyl transferase 2
AT1G09795	ATP-PRT2	ATP phosphoribosyl transferase 2
AT1G09795	HISN1B	
AT1G09810	ECT11	evolutionarily conserved C-terminal region 11
AT1G09815	POLD4	polymerase delta 4
AT1G09830	PUR2	purine biosynthesis 2
AT1G09840	AtHIR1	
AT1G09840	ATSK41	shaggy-like protein kinase 41
AT1G09840	HIR1	hypersensitive induced reaction 1
AT1G09840	SK41	shaggy-like protein kinase 41
AT1G09850	XBCP3	xylem bark cysteine peptidase 3
AT1G09860	ATPUP16	purine permease 16
AT1G09860	PUP16	purine permease 16
AT1G09930	ATOPT2	oligopeptide transporter 2
AT1G09930	OPT2	oligopeptide transporter 2
AT1G09940	HEMA2	
AT1G09950	RAS1	RESPONSE TO ABA AND SALT 1
AT1G09960	ATSUC4	SUCROSE TRANSPORTER 4
AT1G09960	ATSUT4	SUCROSE TRANSPORTER 4
AT1G09960	SUC4	SUCROSE TRANSPORTER 4
AT1G09960	SUT4	sucrose transporter 4
AT1G09970	LRR XI-23	
AT1G09970	RLK7	receptor-like kinase 7
AT1G10010	AAP8	amino acid permease 8
AT1G10010	ATAAP8	
AT1G10030	ERG28	homolog of yeast ergosterol28
AT1G10060	ATBCAT-1	branched-chain amino acid transaminase 1
AT1G10060	BCAT-1	branched-chain amino acid transaminase 1
AT1G10070	ATBCAT-2	branched-chain amino acid transaminase 2
AT1G10070	BCAT-2	branched-chain amino acid transaminase 2
AT1G10130	ATECA3	ARABIDOPSIS THALIANA ER-TYPE CA2+-ATPASE 3
AT1G10130	ECA3	endoplasmic reticulum-type calcium-transporting ATPase 3
AT1G10155	ATPP2-A10	phloem protein 2-A10
AT1G10155	PP2-A10	phloem protein 2-A10
AT1G10170	ATNFXL1	NF-X-like 1
AT1G10170	NFXL1	NF-X-like 1
AT1G10200	WLIM1	WLIM1
AT1G10210	ATMPK1	mitogen-activated protein kinase 1
AT1G10210	MPK1	mitogen-activated protein kinase 1
AT1G10230	ASK18	SKP1-like 18
AT1G10230	SK18	SKP1-like 18
AT1G10240	FRS11	FAR1-related sequence 11
AT1G10270	GRP23	glutamine-rich protein 23
AT1G10290	ADL6	dynamin-like protein 6
AT1G10290	DRP2A	DYNAMIN-RELATED PROTEIN 2A
AT1G10360	ATGSTU18	glutathione S-transferase TAU 18
AT1G10360	GST29	GLUTATHIONE S-TRANSFERASE 29
AT1G10360	GSTU18	glutathione S-transferase TAU 18
AT1G10370	ATGSTU17	GLUTATHIONE S-TRANSFERASE TAU 17
AT1G10370	ERD9	EARLY-RESPONSIVE TO DEHYDRATION 9
AT1G10370	GST30	GLUTATHIONE S-TRANSFERASE 30
AT1G10370	GST30B	GLUTATHIONE S-TRANSFERASE 30B
AT1G10370	GSTU17	GLUTATHIONE S-TRANSFERASE U17
AT1G10430	PP2A-2	protein phosphatase 2A-2
AT1G10450	SNL6	SIN3-like 6
AT1G10460	GLP7	germin-like protein 7
AT1G10470	ARR4	response regulator 4
AT1G10470	ATRR1	RESPONCE REGULATOR 1
AT1G10470	IBC7	INDUCED BY CYTOKININ 7
AT1G10470	MEE7	maternal effect embryo arrest 7
AT1G10480	ZFP5	zinc finger protein 5
AT1G10500	ATCPISCA	chloroplast-localized ISCA-like protein
AT1G10500	CPISCA	chloroplast-localized ISCA-like protein
AT1G10510	emb2004	embryo defective 2004
AT1G10520	AtPol{lambda}	
AT1G10520	Pol{lambda}	DNA polymerase {lambda}
AT1G10522	PRIN2	PLASTID REDOX INSENSITIVE 2
AT1G10540	ATNAT8	
AT1G10540	NAT8	nucleobase-ascorbate transporter 8
AT1G10550	XET	XYLOGLUCAN:XYLOGLUCOSYL TRANSFERASE 33
AT1G10550	XTH33	xyloglucan:xyloglucosyl transferase 33
AT1G10560	ATPUB18	ARABIDOPSIS THALIANA PLANT U-BOX 18
AT1G10560	PUB18	plant U-box 18
AT1G10570	OTS2	OVERLY TOLERANT TO SALT 2
AT1G10570	ULP1C	UB-LIKE PROTEASE 1C
AT1G10600	AMSH2	associated molecule with the SH3 domain of STAM 2
AT1G10620	AtPERK11	proline-rich extensin-like receptor kinase 11
AT1G10620	PERK11	proline-rich extensin-like receptor kinase 11
AT1G10630	ARFA1F	ADP-ribosylation factor A1F
AT1G10630	ATARFA1F	ADP-ribosylation factor A1F
AT1G10670	ACLA-1	ATP-citrate lyase A-1
AT1G10680	ABCB10	ATP-binding cassette B10
AT1G10680	PGP10	P-glycoprotein 10
AT1G10700	PRS3	phosphoribosyl pyrophosphate (PRPP) synthase 3
AT1G10710	PHS1	POOR HOMOLOGOUS SYNAPSIS 1
AT1G10730	AP1M1	adaptor protein-1 mu-adaptin 1
AT1G10760	GWD	
AT1G10760	GWD1	
AT1G10760	SEX1	STARCH EXCESS 1
AT1G10760	SOP	
AT1G10760	SOP1	
AT1G10830	Z-ISO	15-cis-zeta-carotene isomerase
AT1G10830	Z-ISO1.1	
AT1G10830	Z-ISO1.2	
AT1G10840	TIF3H1	translation initiation factor 3 subunit H1
AT1G10870	AGD4	ARF-GAP domain 4
AT1G10910	EMB3103	EMBRYO DEFECTIVE 3103
AT1G10920	LOV1	LOCUS ORCHESTRATING VICTORIN EFFECTS1
AT1G10930	ATRECQ4A	
AT1G10930	ATSGS1	
AT1G10930	RECQ4A	
AT1G10940	ASK1	ARABIDOPSIS SERINE/THREONINE KINASE 1
AT1G10940	SNRK2-4	SUCROSE NONFERMENTING 1-RELATED PROTEIN KINASE 2-4
AT1G10940	SNRK2.4	SNF1-related protein kinase 2.4
AT1G10940	SRK2A	
AT1G10950	AtTMN1	
AT1G10950	EMP12	endomembrane protein 12
AT1G10950	TMN1	transmembrane nine 1
AT1G10960	ATFD1	ferredoxin 1
AT1G10960	FD1	ferredoxin 1
AT1G10970	ATZIP4	
AT1G10970	ZIP4	zinc transporter 4 precursor
AT1G11000	ATMLO4	MILDEW RESISTANCE LOCUS O 4
AT1G11000	MLO4	MILDEW RESISTANCE LOCUS O 4
AT1G11080	scpl31	serine carboxypeptidase-like 31
AT1G11130	SCM	SCRAMBLED
AT1G11130	SRF9	STRUBBELIG-RECEPTOR FAMILY 9
AT1G11130	SUB	STRUBBELIG
